review_id,order_id,customer_id,restaurant_id,rating,review_text,sentiment,review_timestamp
REV004816,O010931,C03519,R0182,4,Really tasty food with generous portions.,Positive,2026-03-09 20:00:00
REV004817,O019207,C01447,R0183,1,The delivery was very late.,Negative,2026-06-20 22:00:00
REV004818,O006582,C01153,R0102,5,Everything was perfect and well packed.,Positive,2026-03-09 11:00:00
REV004819,O045398,C00962,R0086,4,Amazing food and excellent quality.,Positive,2026-01-26 08:00:00
REV004820,O023472,C03872,R0258,4,Excellent experience from start to finish.,Positive,2026-03-21 02:00:00
REV004821,O029405,C03302,R0114,5,The order arrived quickly and everything was hot.,Positive,2026-04-28 16:00:00
REV004822,O022265,C01275,R0017,5,The order arrived quickly and everything was hot.,Positive,2026-03-22 10:00:00
REV004823,O015009,C01742,R0015,5,Amazing food and excellent quality.,Positive,2026-03-12 04:00:00
REV004824,O021054,C04874,R0160,3,Food quality was average.,Neutral,2026-01-11 15:00:00
REV004825,O018770,C03682,R0237,2,The packaging was damaged.,Negative,2026-01-04 02:00:00
REV004826,O003749,C01666,R0159,4,Everything was perfect and well packed.,Positive,2026-05-31 16:00:00
REV004827,O006472,C00934,R0294,4,Delivery was fast and the food arrived hot.,Positive,2026-05-06 01:00:00
REV004828,O039684,C02757,R0206,5,Fast delivery and great packaging.,Positive,2026-06-23 21:00:00
REV004829,O039144,C03453,R0065,2,The order took too long to arrive.,Negative,2026-04-09 14:00:00
REV004830,O026096,C01671,R0129,5,The food was delicious and fresh.,Positive,2026-02-01 14:00:00
REV004831,O037083,C01509,R0214,4,Really tasty food with generous portions.,Positive,2026-04-20 06:00:00
REV004832,O003499,C02391,R0281,3,Great quality and very good service.,Positive,2026-06-27 18:00:00
REV004833,O047137,C03249,R0113,5,The food was delicious and fresh.,Positive,2026-01-03 15:00:00
REV004834,O024814,C00951,R0245,5,My order was missing an item.,Negative,2026-03-22 04:00:00
REV004835,O017587,C01737,R0014,3,Average experience.,Neutral,2026-01-17 03:00:00
REV004836,O017528,C01552,R0165,4,Amazing food and excellent quality.,Positive,2026-04-02 02:00:00
REV004837,O033502,C00436,R0070,5,Excellent experience from start to finish.,Positive,2026-03-02 12:00:00
REV004838,O011127,C02274,R0081,3,The food was decent.,Neutral,2026-01-07 14:00:00
REV004839,O049164,C02572,R0231,5,The food was delicious and fresh.,Positive,2026-02-06 00:00:00
REV004840,O040061,C00047,R0270,3,The experience was fine.,Neutral,2026-06-01 04:00:00
REV004841,O009261,C04289,R0050,4,Excellent experience from start to finish.,Positive,2026-02-09 12:00:00
REV004842,O044024,C01918,R0187,4,The order arrived quickly and everything was hot.,Positive,2026-06-26 07:00:00
REV004843,O008108,C02530,R0221,4,The food was bland and disappointing.,Negative,2026-02-08 02:00:00
REV004844,O028955,C03357,R0243,4,The order arrived quickly and everything was hot.,Positive,2026-06-06 00:00:00
REV004845,O010319,C00804,R0091,2,I received the wrong item.,Negative,2026-06-30 00:00:00
REV004846,O021510,C01578,R0065,4,The food was delicious and fresh.,Positive,2026-02-06 12:00:00
REV004847,O017019,C03092,R0070,5,Delivery was fast and the food arrived hot.,Positive,2026-04-11 11:00:00
REV004848,O030332,C04994,R0022,4,Fast delivery and great packaging.,Positive,2026-03-24 10:00:00
REV004849,O047184,C03101,R0222,5,Everything was perfect and well packed.,Positive,2026-02-05 19:00:00
REV004850,O047310,C04513,R0274,4,The food was delicious and fresh.,Positive,2026-01-26 21:00:00
REV004851,O006752,C00959,R0222,4,Fast delivery and great packaging.,Positive,2026-06-02 04:00:00
REV004852,O037692,C04060,R0103,2,The food arrived cold.,Negative,2026-05-08 13:00:00
REV004853,O003095,C03996,R0018,4,Excellent experience from start to finish.,Positive,2026-02-02 10:00:00
REV004854,O038946,C03110,R0242,5,Everything was perfect and well packed.,Positive,2026-02-24 18:00:00
REV004855,O048261,C02590,R0155,4,The food was delicious and fresh.,Positive,2026-06-08 07:00:00
REV004856,O046848,C01072,R0144,5,Everything was perfect and well packed.,Positive,2026-05-21 13:00:00
REV004857,O012150,C00742,R0155,3,The food was okay.,Neutral,2026-06-06 23:00:00
REV004858,O037253,C01275,R0237,1,The food arrived cold.,Negative,2026-06-01 03:00:00
REV004859,O023219,C01199,R0157,2,The packaging was damaged.,Negative,2026-03-03 05:00:00
REV004860,O024778,C02220,R0126,4,The order arrived quickly and everything was hot.,Positive,2026-04-11 20:00:00
REV004861,O036042,C04402,R0065,4,Really tasty food with generous portions.,Positive,2026-01-30 13:00:00
REV004862,O024010,C00956,R0027,2,Excellent experience from start to finish.,Positive,2026-02-20 14:00:00
REV004863,O006518,C02627,R0160,4,The food was fresh and flavorful.,Positive,2026-03-17 18:00:00
REV004864,O008404,C02370,R0001,5,Delivery was fast and the food arrived hot.,Positive,2026-03-17 00:00:00
REV004865,O039367,C02880,R0182,2,The food was cold and the delivery was late.,Negative,2026-04-26 11:00:00
REV004866,O034839,C01785,R0279,5,Amazing food and excellent quality.,Positive,2026-05-12 06:00:00
REV004867,O027105,C04069,R0177,4,Amazing food and excellent quality.,Positive,2026-01-22 23:00:00
REV004868,O022554,C04839,R0114,5,The order arrived quickly and everything was hot.,Positive,2026-05-30 06:00:00
REV004869,O015298,C02822,R0118,4,Excellent experience from start to finish.,Positive,2026-05-29 17:00:00
REV004870,O034054,C03440,R0290,3,Really tasty food with generous portions.,Positive,2026-02-23 14:00:00
REV004871,O010995,C03908,R0015,4,Excellent experience from start to finish.,Positive,2026-01-28 13:00:00
REV004872,O008500,C03712,R0260,5,Fast delivery and great packaging.,Positive,2026-06-25 13:00:00
REV004873,O032528,C04742,R0077,4,Excellent experience from start to finish.,Positive,2026-06-25 21:00:00
REV004874,O008860,C02844,R0104,4,The food was delicious and fresh.,Positive,2026-06-05 01:00:00
REV004875,O010239,C00990,R0182,4,Delivery was fast and the food arrived hot.,Positive,2026-01-14 19:00:00
REV004876,O020705,C01064,R0298,5,The food was delicious and fresh.,Positive,2026-01-17 02:00:00
REV004877,O006821,C00257,R0233,5,Excellent experience from start to finish.,Positive,2026-03-15 01:00:00
REV004878,O037878,C04455,R0149,5,Excellent experience from start to finish.,Positive,2026-02-15 23:00:00
REV004879,O009663,C04463,R0127,5,Fast delivery and great packaging.,Positive,2026-02-17 15:00:00
REV004880,O026551,C02698,R0273,5,Amazing food and excellent quality.,Positive,2026-03-28 04:00:00
REV004881,O009526,C04735,R0039,5,Excellent experience from start to finish.,Positive,2026-01-07 07:00:00
REV004882,O025689,C03388,R0079,4,Fast delivery and great packaging.,Positive,2026-04-18 17:00:00
REV004883,O013717,C02990,R0023,1,The order took too long to arrive.,Negative,2026-04-10 13:00:00
REV004884,O028324,C02847,R0121,4,My order was missing an item.,Negative,2026-06-02 15:00:00
REV004885,O030963,C02806,R0245,5,Delivery was fast and the food arrived hot.,Positive,2026-01-11 08:00:00
REV004886,O039498,C04136,R0295,1,My order was missing an item.,Negative,2026-02-27 20:00:00
REV004887,O036328,C04658,R0110,5,Excellent experience from start to finish.,Positive,2026-06-25 18:00:00
REV004888,O008008,C03812,R0196,4,Fast delivery and great packaging.,Positive,2026-01-25 23:00:00
REV004889,O032571,C01824,R0190,5,Great quality and very good service.,Positive,2026-04-15 16:00:00
REV004890,O009413,C00306,R0266,4,The food was fresh and flavorful.,Positive,2026-06-01 03:00:00
REV004891,O006541,C04548,R0006,5,Delivery was fast and the food arrived hot.,Positive,2026-03-29 18:00:00
REV004892,O014652,C04745,R0258,4,Really tasty food with generous portions.,Positive,2026-01-24 04:00:00
REV004893,O025012,C04986,R0268,4,Fast delivery and great packaging.,Positive,2026-03-19 19:00:00
REV004894,O042258,C01233,R0267,5,Fast delivery and great packaging.,Positive,2026-02-17 11:00:00
REV004895,O017750,C03994,R0256,4,The food was fresh and flavorful.,Positive,2026-01-18 18:00:00
REV004896,O011536,C03686,R0123,1,The delivery was very late.,Negative,2026-03-25 20:00:00
REV004897,O037660,C00657,R0258,2,The food arrived cold.,Negative,2026-05-22 18:00:00
REV004898,O016656,C02918,R0253,4,Really tasty food with generous portions.,Positive,2026-03-16 02:00:00
REV004899,O048804,C04522,R0172,4,Amazing food and excellent quality.,Positive,2026-04-22 18:00:00
REV004900,O031140,C03413,R0262,5,Excellent experience from start to finish.,Positive,2026-05-05 05:00:00
REV004901,O041911,C01457,R0177,5,The food was fresh and flavorful.,Positive,2026-04-20 03:00:00
REV004902,O020842,C01834,R0271,4,Amazing food and excellent quality.,Positive,2026-05-15 06:00:00
REV004903,O007987,C01832,R0160,4,The order arrived quickly and everything was hot.,Positive,2026-04-13 02:00:00
REV004904,O020370,C01811,R0074,4,Really tasty food with generous portions.,Positive,2026-01-06 13:00:00
REV004905,O036899,C01002,R0281,4,Everything was perfect and well packed.,Positive,2026-01-29 09:00:00
REV004906,O020501,C01386,R0162,5,Great quality and very good service.,Positive,2026-03-15 13:00:00
REV004907,O049478,C00507,R0290,3,The food was decent.,Neutral,2026-04-14 21:00:00
REV004908,O013501,C02216,R0197,2,The order was delayed for a long time.,Negative,2026-02-28 19:00:00
REV004909,O046454,C03747,R0143,3,The food was okay.,Neutral,2026-01-20 11:00:00
REV004910,O022090,C01624,R0124,4,The food was delicious and fresh.,Positive,2026-05-23 02:00:00
REV004911,O021987,C00056,R0083,4,Really tasty food with generous portions.,Positive,2026-05-10 18:00:00
REV004912,O011552,C01532,R0023,3,Food quality was average.,Neutral,2026-04-03 15:00:00
REV004913,O026825,C03482,R0298,3,It was an ordinary experience.,Neutral,2026-01-13 13:00:00
REV004914,O019975,C02336,R0053,5,Really tasty food with generous portions.,Positive,2026-02-24 15:00:00
REV004915,O029077,C00273,R0067,4,Really tasty food with generous portions.,Positive,2026-05-18 10:00:00
REV004916,O038816,C01402,R0146,4,Excellent experience from start to finish.,Positive,2026-03-30 09:00:00
REV004917,O001160,C01871,R0114,4,Delivery was fast and the food arrived hot.,Positive,2026-04-15 23:00:00
REV004918,O003369,C01603,R0173,3,Delivery was fast and the food arrived hot.,Positive,2026-03-04 08:00:00
REV004919,O041796,C02942,R0049,5,The food was delicious and fresh.,Positive,2026-04-20 21:00:00
REV004920,O009859,C04555,R0225,4,Great quality and very good service.,Positive,2026-05-21 20:00:00
REV004921,O024514,C02814,R0063,4,Delivery was fast and the food arrived hot.,Positive,2026-06-15 05:00:00
REV004922,O034654,C02954,R0254,5,Delivery was fast and the food arrived hot.,Positive,2026-04-10 06:00:00
REV004923,O031076,C02206,R0026,4,The order arrived quickly and everything was hot.,Positive,2026-04-28 09:00:00
REV004924,O006273,C04920,R0270,1,The food arrived cold.,Negative,2026-03-18 05:00:00
REV004925,O034467,C03425,R0190,3,Overall it was satisfactory.,Neutral,2026-02-10 12:00:00
REV004926,O012017,C02106,R0276,4,Amazing food and excellent quality.,Positive,2026-04-17 00:00:00
REV004927,O024507,C04853,R0035,5,The food was delicious and fresh.,Positive,2026-06-10 03:00:00
REV004928,O027374,C03574,R0153,3,Amazing food and excellent quality.,Positive,2026-05-09 14:00:00
REV004929,O028566,C00656,R0281,1,I received the wrong item.,Negative,2026-05-10 16:00:00
REV004930,O015514,C04347,R0230,2,My order was missing an item.,Negative,2026-05-04 10:00:00
REV004931,O042920,C01687,R0162,1,The food arrived cold.,Negative,2026-06-05 04:00:00
REV004932,O008461,C00454,R0271,3,Food quality was average.,Neutral,2026-05-25 00:00:00
REV004933,O044074,C03247,R0292,5,Amazing food and excellent quality.,Positive,2026-01-30 11:00:00
REV004934,O042751,C00225,R0270,3,The order was okay overall.,Neutral,2026-06-02 06:00:00
REV004935,O018594,C00050,R0152,4,The food was delicious and fresh.,Positive,2026-06-01 19:00:00
REV004936,O017658,C03239,R0081,3,Nothing special about the order.,Neutral,2026-04-04 21:00:00
REV004937,O013925,C00469,R0192,5,Delivery was fast and the food arrived hot.,Positive,2026-06-03 10:00:00
REV004938,O016909,C04611,R0261,3,The order took too long to arrive.,Negative,2026-05-15 07:00:00
REV004939,O043646,C01209,R0034,3,The food was okay.,Neutral,2026-01-05 20:00:00
REV004940,O013547,C02935,R0028,4,The order arrived quickly and everything was hot.,Positive,2026-06-20 16:00:00
REV004941,O026902,C04775,R0063,5,Delivery was fast and the food arrived hot.,Positive,2026-06-14 16:00:00
REV004942,O043439,C01125,R0211,4,The food was delicious and fresh.,Positive,2026-06-14 17:00:00
REV004943,O010921,C04172,R0030,2,The food arrived cold.,Negative,2026-04-05 14:00:00
REV004944,O043309,C03136,R0081,1,Very poor experience with the delivery.,Negative,2026-04-25 05:00:00
REV004945,O031951,C01604,R0004,4,Everything was perfect and well packed.,Positive,2026-03-18 00:00:00
REV004946,O029651,C03961,R0165,3,The food was okay.,Neutral,2026-03-03 13:00:00
REV004947,O001985,C02575,R0076,5,Fast delivery and great packaging.,Positive,2026-04-14 11:00:00
REV004948,O023436,C04670,R0199,5,Really tasty food with generous portions.,Positive,2026-05-18 18:00:00
REV004949,O025514,C01657,R0009,4,Delivery was fast and the food arrived hot.,Positive,2026-04-02 15:00:00
REV004950,O030753,C02574,R0110,3,My order was missing an item.,Negative,2026-06-04 09:00:00
REV004951,O011436,C02152,R0076,4,Fast delivery and great packaging.,Positive,2026-02-12 19:00:00
REV004952,O044921,C03511,R0126,5,The food was delicious and fresh.,Positive,2026-01-17 12:00:00
REV004953,O011875,C03103,R0032,2,The order took too long to arrive.,Negative,2026-06-08 15:00:00
REV004954,O019031,C01795,R0094,2,The food arrived cold.,Negative,2026-01-19 02:00:00
REV004955,O008484,C04769,R0141,5,The order arrived quickly and everything was hot.,Positive,2026-06-22 19:00:00
REV004956,O036411,C04195,R0290,4,Fast delivery and great packaging.,Positive,2026-01-30 11:00:00
REV004957,O043280,C03262,R0026,5,Great quality and very good service.,Positive,2026-01-18 17:00:00
REV004958,O016723,C01209,R0094,5,Delivery was fast and the food arrived hot.,Positive,2026-06-06 15:00:00
REV004959,O044761,C04490,R0182,4,Great quality and very good service.,Positive,2026-04-12 08:00:00
REV004960,O003289,C01522,R0256,3,The food was acceptable.,Neutral,2026-03-22 23:00:00
REV004961,O024336,C03778,R0178,5,Great quality and very good service.,Positive,2026-01-19 12:00:00
REV004962,O026508,C00348,R0052,1,The food arrived cold.,Negative,2026-06-07 21:00:00
REV004963,O018853,C01377,R0240,5,Everything was perfect and well packed.,Positive,2026-03-24 12:00:00
REV004964,O006982,C01372,R0088,4,The order arrived quickly and everything was hot.,Positive,2026-05-16 03:00:00
REV004965,O021920,C01712,R0031,3,The food was delicious and fresh.,Positive,2026-06-05 13:00:00
REV004966,O011353,C02157,R0238,4,Really tasty food with generous portions.,Positive,2026-04-09 13:00:00
REV004967,O015951,C03119,R0006,4,Everything was perfect and well packed.,Positive,2026-02-16 00:00:00
REV004968,O017028,C03816,R0039,3,Food quality was average.,Neutral,2026-06-25 06:00:00
REV004969,O040913,C01704,R0234,5,The order arrived quickly and everything was hot.,Positive,2026-02-23 00:00:00
REV004970,O027036,C02596,R0013,4,The food was delicious and fresh.,Positive,2026-03-20 02:00:00
REV004971,O031513,C03107,R0202,2,The order was delayed for a long time.,Negative,2026-03-29 18:00:00
REV004972,O003693,C03713,R0055,3,Delivery was fast and the food arrived hot.,Positive,2026-04-24 18:00:00
REV004973,O007451,C01402,R0168,2,My order was missing an item.,Negative,2026-03-10 17:00:00
REV004974,O008685,C04316,R0088,5,Great quality and very good service.,Positive,2026-04-21 16:00:00
REV004975,O001896,C03770,R0269,4,The food was fresh and flavorful.,Positive,2026-06-08 23:00:00
REV004976,O007589,C03251,R0026,4,The food was delicious and fresh.,Positive,2026-01-12 08:00:00
REV004977,O029954,C02701,R0224,4,Everything was perfect and well packed.,Positive,2026-06-22 23:00:00
REV004978,O016210,C00471,R0208,5,Fast delivery and great packaging.,Positive,2026-06-13 07:00:00
REV004979,O022736,C01791,R0116,4,Really tasty food with generous portions.,Positive,2026-01-12 21:00:00
REV004980,O020773,C00792,R0264,1,The delivery was very late.,Negative,2026-01-17 02:00:00
REV004981,O003349,C02316,R0013,5,Great quality and very good service.,Positive,2026-02-04 18:00:00
REV004982,O006277,C01164,R0178,3,The order was okay overall.,Neutral,2026-01-12 09:00:00
REV004983,O046377,C01801,R0286,4,Fast delivery and great packaging.,Positive,2026-01-06 17:00:00
REV004984,O004409,C02813,R0137,4,The food was fresh and flavorful.,Positive,2026-01-27 21:00:00
REV004985,O001702,C02408,R0017,2,The order took too long to arrive.,Negative,2026-06-01 16:00:00
REV004986,O048415,C01024,R0230,4,Fast delivery and great packaging.,Positive,2026-02-22 22:00:00
REV004987,O034115,C03060,R0115,5,Really tasty food with generous portions.,Positive,2026-03-28 22:00:00
REV004988,O016859,C04420,R0215,1,The packaging was damaged.,Negative,2026-03-07 09:00:00
REV004989,O035565,C00602,R0111,5,Great quality and very good service.,Positive,2026-06-17 03:00:00
REV004990,O036298,C00313,R0007,5,Excellent experience from start to finish.,Positive,2026-03-31 01:00:00
REV004991,O040110,C01485,R0094,5,The food was fresh and flavorful.,Positive,2026-05-02 08:00:00
REV004992,O015291,C02992,R0300,5,Everything was perfect and well packed.,Positive,2026-06-23 05:00:00
REV004993,O028417,C03609,R0175,1,The delivery was very late.,Negative,2026-06-18 14:00:00
REV004994,O002619,C03649,R0059,4,Everything was perfect and well packed.,Positive,2026-02-02 16:00:00
REV004995,O047770,C03355,R0199,5,Excellent experience from start to finish.,Positive,2026-06-26 09:00:00
REV004996,O009510,C03195,R0084,4,Delivery was fast and the food arrived hot.,Positive,2026-04-14 00:00:00
REV004997,O005935,C02407,R0070,2,I received the wrong item.,Negative,2026-04-01 17:00:00
REV004998,O032475,C01895,R0018,5,The food was delicious and fresh.,Positive,2026-03-23 23:00:00
REV004999,O007841,C02412,R0113,5,Excellent experience from start to finish.,Positive,2026-02-12 12:00:00
REV005000,O020682,C00390,R0056,3,It was an ordinary experience.,Neutral,2026-01-20 07:00:00
REV005001,O044901,C02467,R0127,5,The order was delayed for a long time.,Negative,2026-03-03 11:00:00
REV005002,O047360,C04066,R0276,4,Everything was perfect and well packed.,Positive,2026-05-13 04:00:00
REV005003,O018766,C04301,R0294,3,The food was acceptable.,Neutral,2026-06-13 19:00:00
REV005004,O047203,C01082,R0014,4,Great quality and very good service.,Positive,2026-06-26 15:00:00
REV005005,O040543,C03248,R0093,4,The food was fresh and flavorful.,Positive,2026-03-29 18:00:00
REV005006,O034648,C02332,R0063,5,Everything was perfect and well packed.,Positive,2026-02-01 03:00:00
REV005007,O003720,C04006,R0004,4,Excellent experience from start to finish.,Positive,2026-03-21 11:00:00
REV005008,O042986,C04613,R0024,1,The food was cold and the delivery was late.,Negative,2026-06-16 09:00:00
REV005009,O020123,C04526,R0108,4,Amazing food and excellent quality.,Positive,2026-01-18 20:00:00
REV005010,O034495,C01013,R0173,4,Excellent experience from start to finish.,Positive,2026-02-26 15:00:00
REV005011,O000580,C03295,R0162,3,Everything was perfect and well packed.,Positive,2026-04-26 11:00:00
REV005012,O024850,C00430,R0037,1,The food was bland and disappointing.,Negative,2026-03-15 05:00:00
REV005013,O041230,C04767,R0280,4,The order arrived quickly and everything was hot.,Positive,2026-05-13 22:00:00
REV005014,O000470,C00214,R0159,5,Fast delivery and great packaging.,Positive,2026-01-31 19:00:00
REV005015,O024473,C00740,R0284,5,Really tasty food with generous portions.,Positive,2026-02-15 14:00:00
REV005016,O031613,C00617,R0047,2,The food arrived cold.,Negative,2026-03-30 03:00:00
REV005017,O028617,C00263,R0175,5,Amazing food and excellent quality.,Positive,2026-04-21 15:00:00
REV005018,O028848,C03458,R0220,4,Amazing food and excellent quality.,Positive,2026-02-10 20:00:00
REV005019,O033198,C02069,R0270,5,Really tasty food with generous portions.,Positive,2026-04-27 02:00:00
REV005020,O003300,C04893,R0116,4,Really tasty food with generous portions.,Positive,2026-02-03 05:00:00
REV005021,O013987,C01452,R0082,4,The food was delicious and fresh.,Positive,2026-01-17 13:00:00
REV005022,O043485,C00094,R0070,4,Really tasty food with generous portions.,Positive,2026-05-26 17:00:00
REV005023,O004390,C03691,R0177,4,Fast delivery and great packaging.,Positive,2026-04-27 15:00:00
REV005024,O042006,C04010,R0050,5,The order arrived quickly and everything was hot.,Positive,2026-04-03 23:00:00
REV005025,O007977,C04171,R0114,5,Really tasty food with generous portions.,Positive,2026-04-09 18:00:00
REV005026,O016527,C01011,R0148,3,Food quality was average.,Neutral,2026-03-06 06:00:00
REV005027,O027038,C00484,R0204,4,The order arrived quickly and everything was hot.,Positive,2026-06-15 17:00:00
REV005028,O027069,C02161,R0163,5,Everything was perfect and well packed.,Positive,2026-01-19 01:00:00
REV005029,O026714,C01343,R0081,3,Fast delivery and great packaging.,Positive,2026-01-31 11:00:00
REV005030,O019445,C02014,R0119,5,Great quality and very good service.,Positive,2026-06-20 22:00:00
REV005031,O037204,C03907,R0262,3,Nothing special about the order.,Neutral,2026-06-08 00:00:00
REV005032,O011516,C00930,R0156,5,The food was fresh and flavorful.,Positive,2026-06-28 11:00:00
REV005033,O041824,C03531,R0177,2,I received the wrong item.,Negative,2026-02-10 02:00:00
REV005034,O044298,C02897,R0287,5,The food was delicious and fresh.,Positive,2026-06-13 18:00:00
REV005035,O037943,C00365,R0065,4,The food was fresh and flavorful.,Positive,2026-02-23 21:00:00
REV005036,O016155,C00270,R0081,5,Great quality and very good service.,Positive,2026-06-17 17:00:00
REV005037,O031668,C02996,R0077,4,Fast delivery and great packaging.,Positive,2026-03-17 00:00:00
REV005038,O021942,C01645,R0067,4,Really tasty food with generous portions.,Positive,2026-01-21 15:00:00
REV005039,O028853,C00100,R0017,4,Delivery was fast and the food arrived hot.,Positive,2026-02-13 19:00:00
REV005040,O016059,C03483,R0031,5,The food was delicious and fresh.,Positive,2026-06-18 03:00:00
REV005041,O045555,C00396,R0208,5,Great quality and very good service.,Positive,2026-03-17 02:00:00
REV005042,O033786,C00101,R0187,5,Excellent experience from start to finish.,Positive,2026-03-31 22:00:00
REV005043,O000114,C02996,R0167,4,The packaging was damaged.,Negative,2026-04-08 02:00:00
REV005044,O028329,C00092,R0188,4,Amazing food and excellent quality.,Positive,2026-03-24 08:00:00
REV005045,O048573,C02203,R0240,4,Everything was perfect and well packed.,Positive,2026-04-06 15:00:00
REV005046,O038028,C01652,R0101,4,Amazing food and excellent quality.,Positive,2026-02-08 08:00:00
REV005047,O025214,C04823,R0194,4,The food was fresh and flavorful.,Positive,2026-04-28 17:00:00
REV005048,O033803,C02015,R0031,4,Excellent experience from start to finish.,Positive,2026-02-07 02:00:00
REV005049,O022350,C04417,R0096,5,Everything was perfect and well packed.,Positive,2026-05-23 21:00:00
REV005050,O004652,C02949,R0130,4,The order arrived quickly and everything was hot.,Positive,2026-04-13 20:00:00
REV005051,O041938,C03092,R0056,4,Delivery was fast and the food arrived hot.,Positive,2026-03-06 14:00:00
REV005052,O027224,C00302,R0257,4,Amazing food and excellent quality.,Positive,2026-02-28 15:00:00
REV005053,O017850,C04289,R0140,3,Average experience.,Neutral,2026-01-09 02:00:00
REV005054,O018793,C02720,R0259,2,The order was delayed for a long time.,Negative,2026-03-25 01:00:00
REV005055,O007352,C01421,R0082,5,Excellent experience from start to finish.,Positive,2026-04-30 10:00:00
REV005056,O038060,C03294,R0134,2,The food was bland and disappointing.,Negative,2026-02-24 08:00:00
REV005057,O002607,C00526,R0186,4,Fast delivery and great packaging.,Positive,2026-03-07 03:00:00
REV005058,O034281,C03991,R0044,4,Fast delivery and great packaging.,Positive,2026-03-02 12:00:00
REV005059,O030726,C03271,R0023,5,Fast delivery and great packaging.,Positive,2026-06-08 21:00:00
REV005060,O035696,C02600,R0193,4,The food was fresh and flavorful.,Positive,2026-02-25 17:00:00
REV005061,O021910,C01751,R0089,1,The food arrived cold.,Negative,2026-02-04 20:00:00
REV005062,O033847,C03425,R0107,3,Fast delivery and great packaging.,Positive,2026-01-02 11:00:00
REV005063,O010619,C04532,R0184,4,Amazing food and excellent quality.,Positive,2026-02-01 04:00:00
REV005064,O036952,C04445,R0239,5,Delivery was fast and the food arrived hot.,Positive,2026-01-04 12:00:00
REV005065,O007895,C02096,R0182,5,The order arrived quickly and everything was hot.,Positive,2026-01-31 03:00:00
REV005066,O049722,C03143,R0001,4,The food was fresh and flavorful.,Positive,2026-01-03 09:00:00
REV005067,O014847,C02231,R0173,5,Amazing food and excellent quality.,Positive,2026-02-16 00:00:00
REV005068,O035654,C03160,R0295,5,Everything was perfect and well packed.,Positive,2026-05-24 00:00:00
REV005069,O043472,C00594,R0242,3,Food quality was average.,Neutral,2026-06-26 06:00:00
REV005070,O049566,C02953,R0090,2,I received the wrong item.,Negative,2026-03-15 11:00:00
REV005071,O008080,C04064,R0077,4,The order arrived quickly and everything was hot.,Positive,2026-03-12 20:00:00
REV005072,O017937,C04729,R0208,5,Excellent experience from start to finish.,Positive,2026-01-31 15:00:00
REV005073,O004085,C03779,R0143,4,Amazing food and excellent quality.,Positive,2026-06-15 12:00:00
REV005074,O026918,C01862,R0117,3,The food was fresh and flavorful.,Positive,2026-02-24 06:00:00
REV005075,O022951,C01324,R0235,3,Really tasty food with generous portions.,Positive,2026-03-14 08:00:00
REV005076,O034626,C04576,R0191,4,Everything was perfect and well packed.,Positive,2026-02-19 12:00:00
REV005077,O040060,C04750,R0290,1,I received the wrong item.,Negative,2026-06-11 11:00:00
REV005078,O002202,C01609,R0090,3,Nothing special about the order.,Neutral,2026-01-10 03:00:00
REV005079,O026192,C04546,R0187,4,The order arrived quickly and everything was hot.,Positive,2026-02-23 06:00:00
REV005080,O021900,C00355,R0245,4,The food was fresh and flavorful.,Positive,2026-04-18 22:00:00
REV005081,O043218,C02902,R0062,4,Fast delivery and great packaging.,Positive,2026-02-15 07:00:00
REV005082,O008578,C02816,R0252,5,The order arrived quickly and everything was hot.,Positive,2026-03-24 12:00:00
REV005083,O006148,C02032,R0290,4,The packaging was damaged.,Negative,2026-04-09 08:00:00
REV005084,O018469,C02221,R0145,4,Delivery was fast and the food arrived hot.,Positive,2026-04-06 10:00:00
REV005085,O008469,C01361,R0164,5,Everything was perfect and well packed.,Positive,2026-07-01 07:00:00
REV005086,O028022,C01789,R0258,4,Delivery was fast and the food arrived hot.,Positive,2026-01-23 08:00:00
REV005087,O026540,C01251,R0149,5,Fast delivery and great packaging.,Positive,2026-04-03 19:00:00
REV005088,O001648,C04023,R0079,4,Excellent experience from start to finish.,Positive,2026-03-20 16:00:00
REV005089,O041049,C03107,R0132,4,Fast delivery and great packaging.,Positive,2026-06-03 21:00:00
REV005090,O043109,C02829,R0244,5,Fast delivery and great packaging.,Positive,2026-06-11 10:00:00
REV005091,O008624,C04314,R0211,4,The order arrived quickly and everything was hot.,Positive,2026-05-08 19:00:00
REV005092,O015040,C04804,R0210,5,The food was delicious and fresh.,Positive,2026-06-10 08:00:00
REV005093,O036135,C01310,R0250,4,The food was delicious and fresh.,Positive,2026-03-11 05:00:00
REV005094,O025007,C01123,R0280,5,Delivery was fast and the food arrived hot.,Positive,2026-05-05 10:00:00
REV005095,O029826,C03893,R0274,4,The food was delicious and fresh.,Positive,2026-03-31 17:00:00
REV005096,O024490,C01065,R0166,4,Fast delivery and great packaging.,Positive,2026-03-30 06:00:00
REV005097,O020085,C03505,R0104,4,The food was delicious and fresh.,Positive,2026-02-22 06:00:00
REV005098,O037110,C04390,R0109,4,The order arrived quickly and everything was hot.,Positive,2026-05-17 10:00:00
REV005099,O045219,C04119,R0266,5,Excellent experience from start to finish.,Positive,2026-02-08 11:00:00
REV005100,O013646,C04196,R0188,4,Fast delivery and great packaging.,Positive,2026-02-24 15:00:00
REV005101,O043855,C03220,R0067,5,Delivery was fast and the food arrived hot.,Positive,2026-03-08 20:00:00
REV005102,O002733,C01915,R0039,4,Fast delivery and great packaging.,Positive,2026-06-04 17:00:00
