review_id,order_id,customer_id,restaurant_id,rating,review_text,sentiment,review_timestamp,cleaned_review
REV003194,O010174,C01570,R0227,5,Delivery was fast and the food arrived hot.,Positive,2026-01-17 09:00:00,delivery fast food arrived hot
REV003195,O004229,C02269,R0189,5,Everything was perfect and well packed.,Positive,2026-06-06 18:00:00,everything perfect well packed
REV003196,O045857,C04326,R0113,1,The food arrived cold.,Negative,2026-01-26 02:00:00,food arrived cold
REV003197,O010494,C01704,R0063,5,Everything was perfect and well packed.,Positive,2026-03-10 06:00:00,everything perfect well packed
REV003198,O029537,C04409,R0019,1,The packaging was damaged.,Negative,2026-04-22 06:00:00,packaging damaged
REV003199,O021201,C01049,R0290,5,Really tasty food with generous portions.,Positive,2026-06-17 17:00:00,really tasty food generous portion
REV003200,O020374,C04201,R0007,3,The food was acceptable.,Neutral,2026-03-28 20:00:00,food acceptable
REV003201,O020722,C04371,R0235,4,The food was delicious and fresh.,Positive,2026-02-11 02:00:00,food delicious fresh
REV003202,O008742,C02590,R0198,2,The order took too long to arrive.,Negative,2026-01-07 03:00:00,order took long arrive
REV003203,O027929,C00749,R0104,4,Amazing food and excellent quality.,Positive,2026-03-31 08:00:00,amazing food excellent quality
REV003204,O011281,C00053,R0257,5,Fast delivery and great packaging.,Positive,2026-03-18 22:00:00,fast delivery great packaging
REV003205,O022225,C04437,R0151,5,The food was delicious and fresh.,Positive,2026-06-11 12:00:00,food delicious fresh
REV003206,O002018,C00856,R0052,5,Great quality and very good service.,Positive,2026-01-13 14:00:00,great quality good service
REV003207,O015399,C04951,R0026,5,Great quality and very good service.,Positive,2026-03-26 22:00:00,great quality good service
REV003208,O031565,C04634,R0132,4,Great quality and very good service.,Positive,2026-04-04 02:00:00,great quality good service
REV003209,O030960,C00168,R0009,2,The food was cold and the delivery was late.,Negative,2026-03-22 08:00:00,food cold delivery late
REV003210,O016898,C04566,R0066,5,Amazing food and excellent quality.,Positive,2026-05-06 07:00:00,amazing food excellent quality
REV003211,O012433,C03652,R0229,1,I received the wrong item.,Negative,2026-06-18 20:00:00,received wrong item
REV003212,O007325,C02394,R0195,3,Overall it was satisfactory.,Neutral,2026-03-02 03:00:00,overall satisfactory
REV003213,O022013,C04586,R0168,5,Excellent experience from start to finish.,Positive,2026-06-13 19:00:00,excellent experience start finish
REV003214,O014616,C00092,R0086,3,The experience was fine.,Neutral,2026-03-10 09:00:00,experience fine
REV003215,O019251,C02256,R0284,2,The food arrived cold.,Negative,2026-02-28 14:00:00,food arrived cold
REV003216,O045583,C00888,R0271,2,The delivery was very late.,Negative,2026-01-12 12:00:00,delivery late
REV003217,O030929,C03270,R0156,5,Really tasty food with generous portions.,Positive,2026-05-11 15:00:00,really tasty food generous portion
REV003218,O043659,C02772,R0173,5,Delivery was fast and the food arrived hot.,Positive,2026-02-24 17:00:00,delivery fast food arrived hot
REV003219,O028158,C02095,R0010,3,The food was delicious and fresh.,Positive,2026-05-18 04:00:00,food delicious fresh
REV003220,O018323,C01626,R0150,5,Excellent experience from start to finish.,Positive,2026-03-23 23:00:00,excellent experience start finish
REV003221,O004112,C03748,R0094,5,Amazing food and excellent quality.,Positive,2026-04-25 08:00:00,amazing food excellent quality
REV003222,O048083,C04922,R0282,3,Great quality and very good service.,Positive,2026-06-06 12:00:00,great quality good service
REV003223,O028738,C02071,R0203,5,Great quality and very good service.,Positive,2026-05-06 09:00:00,great quality good service
REV003224,O032709,C00924,R0211,5,Delivery was fast and the food arrived hot.,Positive,2026-06-30 23:00:00,delivery fast food arrived hot
REV003225,O025392,C04730,R0233,4,Great quality and very good service.,Positive,2026-03-17 01:00:00,great quality good service
REV003226,O023882,C04070,R0215,2,I received the wrong item.,Negative,2026-06-13 05:00:00,received wrong item
REV003227,O003812,C03924,R0150,1,The delivery was very late.,Negative,2026-03-01 04:00:00,delivery late
REV003228,O030052,C02869,R0251,4,The food was fresh and flavorful.,Positive,2026-06-26 10:00:00,food fresh flavorful
REV003229,O032557,C02518,R0013,4,The food was delicious and fresh.,Positive,2026-04-03 16:00:00,food delicious fresh
REV003230,O032299,C03094,R0046,5,Everything was perfect and well packed.,Positive,2026-05-20 04:00:00,everything perfect well packed
REV003231,O009492,C03624,R0034,4,The food was fresh and flavorful.,Positive,2026-01-25 21:00:00,food fresh flavorful
REV003232,O032470,C03022,R0219,4,Great quality and very good service.,Positive,2026-02-23 06:00:00,great quality good service
REV003233,O043499,C02219,R0088,4,The food was fresh and flavorful.,Positive,2026-04-21 00:00:00,food fresh flavorful
REV003234,O034672,C01757,R0016,4,Great quality and very good service.,Positive,2026-06-08 09:00:00,great quality good service
REV003235,O012877,C02820,R0190,2,The food arrived cold.,Negative,2026-05-12 11:00:00,food arrived cold
REV003236,O021509,C00194,R0193,3,Fast delivery and great packaging.,Positive,2026-05-26 06:00:00,fast delivery great packaging
REV003237,O004202,C00678,R0268,5,Excellent experience from start to finish.,Positive,2026-02-18 10:00:00,excellent experience start finish
REV003238,O038987,C01919,R0223,5,Delivery was fast and the food arrived hot.,Positive,2026-03-17 02:00:00,delivery fast food arrived hot
REV003239,O037491,C03864,R0184,4,Really tasty food with generous portions.,Positive,2026-06-02 18:00:00,really tasty food generous portion
REV003240,O041551,C04117,R0203,4,Great quality and very good service.,Positive,2026-02-23 08:00:00,great quality good service
REV003241,O008412,C03966,R0247,4,The order arrived quickly and everything was hot.,Positive,2026-05-05 23:00:00,order arrived quickly everything hot
REV003242,O007792,C02663,R0230,3,The food was decent.,Neutral,2026-04-04 14:00:00,food decent
REV003243,O027836,C03434,R0149,5,I received the wrong item.,Negative,2026-01-16 12:00:00,received wrong item
REV003244,O021500,C00751,R0074,4,Delivery was fast and the food arrived hot.,Positive,2026-01-23 20:00:00,delivery fast food arrived hot
REV003245,O009942,C04124,R0011,5,Excellent experience from start to finish.,Positive,2026-04-13 05:00:00,excellent experience start finish
REV003246,O015790,C01804,R0194,5,Great quality and very good service.,Positive,2026-03-18 06:00:00,great quality good service
REV003247,O045493,C00774,R0102,3,Nothing special about the order.,Neutral,2026-02-20 12:00:00,nothing special order
REV003248,O004122,C00296,R0221,1,The food arrived cold.,Negative,2026-01-09 10:00:00,food arrived cold
REV003249,O030535,C00887,R0227,2,The food was cold and the delivery was late.,Negative,2026-03-09 16:00:00,food cold delivery late
REV003250,O022670,C02138,R0186,4,Delivery was fast and the food arrived hot.,Positive,2026-02-16 16:00:00,delivery fast food arrived hot
REV003251,O046435,C01736,R0159,5,Excellent experience from start to finish.,Positive,2026-02-23 07:00:00,excellent experience start finish
REV003252,O040470,C00773,R0266,5,The food was delicious and fresh.,Positive,2026-06-05 06:00:00,food delicious fresh
REV003253,O023625,C04543,R0104,4,Everything was perfect and well packed.,Positive,2026-03-17 12:00:00,everything perfect well packed
REV003254,O031455,C04432,R0298,5,The food was delicious and fresh.,Positive,2026-03-14 10:00:00,food delicious fresh
REV003255,O016026,C01392,R0003,5,Delivery was fast and the food arrived hot.,Positive,2026-04-21 21:00:00,delivery fast food arrived hot
REV003256,O038795,C03532,R0281,5,Fast delivery and great packaging.,Positive,2026-01-21 06:00:00,fast delivery great packaging
REV003257,O040677,C03361,R0139,4,The packaging was damaged.,Negative,2026-03-08 21:00:00,packaging damaged
REV003258,O000776,C03085,R0278,3,Food quality was average.,Neutral,2026-02-07 04:00:00,food quality average
REV003259,O006221,C03430,R0286,5,The food was fresh and flavorful.,Positive,2026-02-26 01:00:00,food fresh flavorful
REV003260,O025435,C03610,R0178,4,The food was delicious and fresh.,Positive,2026-06-07 15:00:00,food delicious fresh
REV003261,O010392,C00824,R0090,5,The food was delicious and fresh.,Positive,2026-06-08 10:00:00,food delicious fresh
REV003262,O008851,C00713,R0159,5,Really tasty food with generous portions.,Positive,2026-05-14 04:00:00,really tasty food generous portion
REV003263,O021606,C03605,R0118,4,Amazing food and excellent quality.,Positive,2026-05-20 14:00:00,amazing food excellent quality
REV003264,O017776,C03301,R0286,4,Amazing food and excellent quality.,Positive,2026-04-18 04:00:00,amazing food excellent quality
REV003265,O020673,C02485,R0290,4,Delivery was fast and the food arrived hot.,Positive,2026-01-29 05:00:00,delivery fast food arrived hot
REV003266,O015222,C00121,R0067,3,The food was acceptable.,Neutral,2026-03-03 08:00:00,food acceptable
REV003267,O038061,C01638,R0084,5,Really tasty food with generous portions.,Positive,2026-05-26 03:00:00,really tasty food generous portion
REV003268,O018189,C04149,R0155,4,Really tasty food with generous portions.,Positive,2026-04-29 05:00:00,really tasty food generous portion
REV003269,O020021,C03200,R0142,3,Average experience.,Neutral,2026-01-27 04:00:00,average experience
REV003270,O023291,C03518,R0257,4,Great quality and very good service.,Positive,2026-03-11 06:00:00,great quality good service
REV003271,O029490,C01264,R0087,5,The order arrived quickly and everything was hot.,Positive,2026-05-28 18:00:00,order arrived quickly everything hot
REV003272,O006152,C01206,R0091,4,The order arrived quickly and everything was hot.,Positive,2026-03-16 14:00:00,order arrived quickly everything hot
REV003273,O006156,C00431,R0271,3,Nothing special about the order.,Neutral,2026-01-11 18:00:00,nothing special order
REV003274,O016341,C00648,R0187,4,Fast delivery and great packaging.,Positive,2026-06-23 07:00:00,fast delivery great packaging
REV003275,O022448,C04655,R0065,3,Nothing special about the order.,Neutral,2026-06-07 23:00:00,nothing special order
REV003276,O003580,C02185,R0134,5,Amazing food and excellent quality.,Positive,2026-05-07 15:00:00,amazing food excellent quality
REV003277,O001297,C03504,R0033,4,Really tasty food with generous portions.,Positive,2026-06-07 07:00:00,really tasty food generous portion
REV003278,O018235,C01016,R0075,4,The food was fresh and flavorful.,Positive,2026-04-05 16:00:00,food fresh flavorful
REV003279,O040937,C02871,R0234,5,Excellent experience from start to finish.,Positive,2026-04-20 09:00:00,excellent experience start finish
REV003280,O003123,C04329,R0233,4,Great quality and very good service.,Positive,2026-04-20 13:00:00,great quality good service
REV003281,O017428,C00284,R0194,5,Great quality and very good service.,Positive,2026-04-11 21:00:00,great quality good service
REV003282,O036121,C00298,R0270,5,The food was fresh and flavorful.,Positive,2026-03-01 13:00:00,food fresh flavorful
REV003283,O028054,C04846,R0237,2,My order was missing an item.,Negative,2026-06-13 02:00:00,order missing item
REV003284,O009685,C02573,R0242,4,Excellent experience from start to finish.,Positive,2026-05-17 16:00:00,excellent experience start finish
REV003285,O007763,C04953,R0032,4,Great quality and very good service.,Positive,2026-04-04 00:00:00,great quality good service
REV003286,O020035,C04854,R0231,4,The food was delicious and fresh.,Positive,2026-03-07 17:00:00,food delicious fresh
REV003287,O045962,C02198,R0210,3,The order was okay overall.,Neutral,2026-04-01 00:00:00,order okay overall
REV003288,O038862,C02406,R0256,4,Amazing food and excellent quality.,Positive,2026-03-26 19:00:00,amazing food excellent quality
REV003289,O007353,C04593,R0044,2,The food was bland and disappointing.,Negative,2026-02-09 12:00:00,food bland disappointing
REV003290,O027390,C00741,R0245,5,I received the wrong item.,Negative,2026-03-31 16:00:00,received wrong item
REV003291,O029403,C01832,R0164,4,Excellent experience from start to finish.,Positive,2026-06-16 21:00:00,excellent experience start finish
REV003292,O025994,C01284,R0064,4,Great quality and very good service.,Positive,2026-04-05 21:00:00,great quality good service
REV003293,O031269,C03399,R0238,5,The food was fresh and flavorful.,Positive,2026-02-22 17:00:00,food fresh flavorful
REV003294,O035475,C03216,R0275,4,The food was fresh and flavorful.,Positive,2026-04-03 15:00:00,food fresh flavorful
REV003295,O031090,C03839,R0274,4,Amazing food and excellent quality.,Positive,2026-05-10 09:00:00,amazing food excellent quality
REV003296,O016006,C02287,R0076,4,Really tasty food with generous portions.,Positive,2026-05-21 20:00:00,really tasty food generous portion
REV003297,O030349,C00852,R0174,5,Everything was perfect and well packed.,Positive,2026-01-13 06:00:00,everything perfect well packed
REV003298,O039668,C02628,R0256,3,The order was okay overall.,Neutral,2026-05-24 22:00:00,order okay overall
REV003299,O040926,C03869,R0023,1,The order took too long to arrive.,Negative,2026-01-25 10:00:00,order took long arrive
REV003300,O047385,C04153,R0285,3,The food arrived cold.,Negative,2026-01-25 11:00:00,food arrived cold
REV003301,O018409,C01621,R0129,3,The order was okay overall.,Neutral,2026-01-17 05:00:00,order okay overall
REV003302,O009047,C04152,R0049,4,Fast delivery and great packaging.,Positive,2026-04-24 07:00:00,fast delivery great packaging
REV003303,O033009,C01567,R0265,5,Amazing food and excellent quality.,Positive,2026-01-23 19:00:00,amazing food excellent quality
REV003304,O045697,C01852,R0297,4,Fast delivery and great packaging.,Positive,2026-05-11 01:00:00,fast delivery great packaging
REV003305,O044247,C03793,R0054,3,It was an ordinary experience.,Neutral,2026-03-31 06:00:00,ordinary experience
REV003306,O049583,C01486,R0020,5,Really tasty food with generous portions.,Positive,2026-01-06 02:00:00,really tasty food generous portion
REV003307,O012794,C00227,R0154,4,Amazing food and excellent quality.,Positive,2026-02-13 12:00:00,amazing food excellent quality
REV003308,O009190,C01184,R0293,5,Everything was perfect and well packed.,Positive,2026-04-30 17:00:00,everything perfect well packed
REV003309,O003434,C03953,R0177,4,The food was fresh and flavorful.,Positive,2026-03-07 10:00:00,food fresh flavorful
REV003310,O036317,C02741,R0283,4,The food was delicious and fresh.,Positive,2026-02-10 14:00:00,food delicious fresh
REV003311,O022179,C03947,R0282,4,Great quality and very good service.,Positive,2026-04-23 11:00:00,great quality good service
REV003312,O002970,C04010,R0047,4,The food was fresh and flavorful.,Positive,2026-01-03 12:00:00,food fresh flavorful
REV003313,O036359,C01270,R0233,1,The food was cold and the delivery was late.,Negative,2026-03-03 15:00:00,food cold delivery late
REV003314,O017805,C04797,R0277,4,Really tasty food with generous portions.,Positive,2026-01-13 21:00:00,really tasty food generous portion
REV003315,O027049,C02730,R0204,5,Great quality and very good service.,Positive,2026-01-04 03:00:00,great quality good service
REV003316,O022096,C04683,R0116,5,Great quality and very good service.,Positive,2026-02-02 05:00:00,great quality good service
REV003317,O011776,C00402,R0242,4,Amazing food and excellent quality.,Positive,2026-03-22 02:00:00,amazing food excellent quality
REV003318,O033338,C04115,R0198,4,Everything was perfect and well packed.,Positive,2026-01-09 17:00:00,everything perfect well packed
REV003319,O036007,C03942,R0056,3,The food was decent.,Neutral,2026-02-19 04:00:00,food decent
REV003320,O005982,C02472,R0069,5,Excellent experience from start to finish.,Positive,2026-05-13 12:00:00,excellent experience start finish
REV003321,O009854,C03806,R0098,5,Fast delivery and great packaging.,Positive,2026-05-06 00:00:00,fast delivery great packaging
REV003322,O018407,C02244,R0042,3,Overall it was satisfactory.,Neutral,2026-03-24 20:00:00,overall satisfactory
REV003323,O045572,C04839,R0188,3,Food quality was average.,Neutral,2026-03-05 08:00:00,food quality average
REV003324,O043750,C00595,R0194,4,The food was delicious and fresh.,Positive,2026-05-10 00:00:00,food delicious fresh
REV003325,O003909,C01968,R0192,5,The food was delicious and fresh.,Positive,2026-01-27 08:00:00,food delicious fresh
REV003326,O008557,C04221,R0030,4,Really tasty food with generous portions.,Positive,2026-06-21 06:00:00,really tasty food generous portion
REV003327,O012771,C02471,R0129,4,Fast delivery and great packaging.,Positive,2026-01-21 13:00:00,fast delivery great packaging
REV003328,O028714,C02053,R0058,5,The order arrived quickly and everything was hot.,Positive,2026-01-13 10:00:00,order arrived quickly everything hot
REV003329,O022621,C00695,R0167,5,The food was delicious and fresh.,Positive,2026-02-07 03:00:00,food delicious fresh
REV003330,O037408,C03256,R0243,4,The food was delicious and fresh.,Positive,2026-01-19 19:00:00,food delicious fresh
REV003331,O032332,C01852,R0100,1,The food arrived cold.,Negative,2026-01-19 01:00:00,food arrived cold
REV003332,O014762,C01772,R0132,1,My order was missing an item.,Negative,2026-03-18 23:00:00,order missing item
REV003333,O002384,C03134,R0019,2,My order was missing an item.,Negative,2026-05-25 15:00:00,order missing item
REV003334,O031697,C00269,R0178,5,Everything was perfect and well packed.,Positive,2026-04-12 20:00:00,everything perfect well packed
REV003335,O044540,C02908,R0098,3,The experience was fine.,Neutral,2026-04-18 04:00:00,experience fine
REV003336,O003760,C03961,R0282,5,The food was delicious and fresh.,Positive,2026-03-26 19:00:00,food delicious fresh
REV003337,O035363,C00820,R0013,4,Delivery was fast and the food arrived hot.,Positive,2026-01-07 13:00:00,delivery fast food arrived hot
REV003338,O022752,C02909,R0236,4,Amazing food and excellent quality.,Positive,2026-06-02 20:00:00,amazing food excellent quality
REV003339,O027117,C00889,R0045,4,Fast delivery and great packaging.,Positive,2026-02-08 14:00:00,fast delivery great packaging
REV003340,O049817,C03316,R0176,3,Very poor experience with the delivery.,Negative,2026-02-02 03:00:00,poor experience delivery
REV003341,O020843,C02518,R0056,5,Excellent experience from start to finish.,Positive,2026-02-03 17:00:00,excellent experience start finish
REV003342,O032717,C03979,R0157,5,Everything was perfect and well packed.,Positive,2026-03-01 05:00:00,everything perfect well packed
REV003343,O000525,C02883,R0200,4,Amazing food and excellent quality.,Positive,2026-03-09 12:00:00,amazing food excellent quality
REV003344,O001277,C01053,R0264,4,The food was delicious and fresh.,Positive,2026-03-11 22:00:00,food delicious fresh
REV003345,O044455,C01554,R0078,5,The food was fresh and flavorful.,Positive,2026-03-14 12:00:00,food fresh flavorful
REV003346,O024905,C04586,R0113,5,The order arrived quickly and everything was hot.,Positive,2026-03-30 08:00:00,order arrived quickly everything hot
REV003347,O044007,C01223,R0139,2,The food was cold and the delivery was late.,Negative,2026-02-24 19:00:00,food cold delivery late
REV003348,O041463,C02438,R0038,3,The food was okay.,Neutral,2026-01-02 14:00:00,food okay
REV003349,O025251,C03533,R0266,4,The order arrived quickly and everything was hot.,Positive,2026-02-21 22:00:00,order arrived quickly everything hot
REV003350,O043207,C01462,R0257,1,The packaging was damaged.,Negative,2026-06-09 17:00:00,packaging damaged
REV003351,O020507,C01530,R0256,5,Really tasty food with generous portions.,Positive,2026-05-28 11:00:00,really tasty food generous portion
REV003352,O048397,C04268,R0139,4,The food was fresh and flavorful.,Positive,2026-03-05 02:00:00,food fresh flavorful
REV003353,O032532,C01696,R0247,5,The order arrived quickly and everything was hot.,Positive,2026-01-28 23:00:00,order arrived quickly everything hot
REV003354,O018664,C01049,R0056,3,The experience was fine.,Neutral,2026-03-03 22:00:00,experience fine
REV003355,O027956,C00999,R0090,5,Great quality and very good service.,Positive,2026-06-22 04:00:00,great quality good service
REV003356,O006431,C01650,R0198,5,Excellent experience from start to finish.,Positive,2026-05-15 06:00:00,excellent experience start finish
REV003357,O043641,C04508,R0110,5,The order took too long to arrive.,Negative,2026-04-26 22:00:00,order took long arrive
REV003358,O030886,C02919,R0222,4,Amazing food and excellent quality.,Positive,2026-05-19 07:00:00,amazing food excellent quality
REV003359,O015280,C03680,R0141,4,The order arrived quickly and everything was hot.,Positive,2026-03-30 19:00:00,order arrived quickly everything hot
REV003360,O044821,C02507,R0254,5,Fast delivery and great packaging.,Positive,2026-01-10 21:00:00,fast delivery great packaging
REV003361,O014417,C02761,R0072,4,The food was fresh and flavorful.,Positive,2026-02-12 00:00:00,food fresh flavorful
REV003362,O049020,C03120,R0027,5,Amazing food and excellent quality.,Positive,2026-03-04 15:00:00,amazing food excellent quality
REV003363,O049458,C03131,R0024,4,Everything was perfect and well packed.,Positive,2026-06-01 19:00:00,everything perfect well packed
REV003364,O002784,C00703,R0209,2,The delivery was very late.,Negative,2026-04-01 18:00:00,delivery late
REV003365,O038839,C01455,R0180,3,Nothing special about the order.,Neutral,2026-06-17 15:00:00,nothing special order
REV003366,O045937,C01924,R0165,5,The order was delayed for a long time.,Negative,2026-04-09 12:00:00,order delayed long time
REV003367,O036798,C03688,R0268,5,Everything was perfect and well packed.,Positive,2026-06-23 04:00:00,everything perfect well packed
REV003368,O021036,C02255,R0033,5,Great quality and very good service.,Positive,2026-05-23 12:00:00,great quality good service
REV003369,O007968,C02958,R0085,4,Delivery was fast and the food arrived hot.,Positive,2026-04-17 13:00:00,delivery fast food arrived hot
REV003370,O027563,C03246,R0054,4,The food was cold and the delivery was late.,Negative,2026-02-11 16:00:00,food cold delivery late
REV003371,O027477,C04619,R0227,5,Delivery was fast and the food arrived hot.,Positive,2026-03-17 07:00:00,delivery fast food arrived hot
REV003372,O041338,C00891,R0225,5,The food was fresh and flavorful.,Positive,2026-05-12 17:00:00,food fresh flavorful
REV003373,O002392,C03056,R0107,4,Everything was perfect and well packed.,Positive,2026-02-05 21:00:00,everything perfect well packed
REV003374,O034693,C03590,R0026,3,The food was acceptable.,Neutral,2026-04-18 19:00:00,food acceptable
REV003375,O045776,C01688,R0017,4,Excellent experience from start to finish.,Positive,2026-03-15 00:00:00,excellent experience start finish
REV003376,O010276,C03402,R0112,5,The packaging was damaged.,Negative,2026-01-26 06:00:00,packaging damaged
REV003377,O047415,C04361,R0233,1,The order was delayed for a long time.,Negative,2026-02-26 17:00:00,order delayed long time
REV003378,O034954,C00575,R0271,3,Overall it was satisfactory.,Neutral,2026-06-06 10:00:00,overall satisfactory
REV003379,O042029,C01870,R0258,4,The food was fresh and flavorful.,Positive,2026-04-02 21:00:00,food fresh flavorful
REV003380,O046283,C01922,R0187,5,The food was fresh and flavorful.,Positive,2026-05-06 20:00:00,food fresh flavorful
REV003381,O017621,C02935,R0240,4,Everything was perfect and well packed.,Positive,2026-02-05 04:00:00,everything perfect well packed
REV003382,O012024,C04227,R0074,5,Amazing food and excellent quality.,Positive,2026-05-25 16:00:00,amazing food excellent quality
REV003383,O030055,C01716,R0149,5,Fast delivery and great packaging.,Positive,2026-03-11 12:00:00,fast delivery great packaging
REV003384,O006997,C03080,R0036,3,Overall it was satisfactory.,Neutral,2026-01-19 16:00:00,overall satisfactory
REV003385,O028891,C02382,R0134,5,Fast delivery and great packaging.,Positive,2026-06-02 15:00:00,fast delivery great packaging
REV003386,O015689,C02378,R0269,5,Great quality and very good service.,Positive,2026-04-12 03:00:00,great quality good service
REV003387,O033178,C03869,R0101,4,The order arrived quickly and everything was hot.,Positive,2026-05-16 11:00:00,order arrived quickly everything hot
REV003388,O008187,C04263,R0027,4,The food was delicious and fresh.,Positive,2026-06-05 02:00:00,food delicious fresh
REV003389,O049072,C04187,R0289,2,The delivery was very late.,Negative,2026-03-04 19:00:00,delivery late
REV003390,O007902,C02269,R0189,2,The packaging was damaged.,Negative,2026-03-22 08:00:00,packaging damaged
REV003391,O029161,C04314,R0288,4,Excellent experience from start to finish.,Positive,2026-02-14 19:00:00,excellent experience start finish
REV003392,O002545,C02025,R0009,5,Really tasty food with generous portions.,Positive,2026-01-06 17:00:00,really tasty food generous portion
REV003393,O026244,C04322,R0054,5,Amazing food and excellent quality.,Positive,2026-01-05 02:00:00,amazing food excellent quality
REV003394,O034567,C01613,R0255,4,Everything was perfect and well packed.,Positive,2026-05-04 02:00:00,everything perfect well packed
REV003395,O038682,C02675,R0043,1,The delivery was very late.,Negative,2026-01-04 23:00:00,delivery late
REV003396,O015582,C03275,R0047,5,The order arrived quickly and everything was hot.,Positive,2026-05-06 20:00:00,order arrived quickly everything hot
REV003397,O023559,C01919,R0267,4,The food was bland and disappointing.,Negative,2026-06-13 04:00:00,food bland disappointing
REV003398,O025407,C00606,R0112,4,Delivery was fast and the food arrived hot.,Positive,2026-01-16 17:00:00,delivery fast food arrived hot
REV003399,O048719,C02694,R0102,5,The food was fresh and flavorful.,Positive,2026-01-15 12:00:00,food fresh flavorful
REV003400,O005276,C03380,R0155,5,Amazing food and excellent quality.,Positive,2026-03-28 19:00:00,amazing food excellent quality
REV003401,O048420,C02249,R0282,5,The order arrived quickly and everything was hot.,Positive,2026-03-18 15:00:00,order arrived quickly everything hot
REV003402,O044588,C04197,R0200,1,The delivery was very late.,Negative,2026-05-27 09:00:00,delivery late
REV003403,O049508,C00096,R0174,5,Fast delivery and great packaging.,Positive,2026-04-28 13:00:00,fast delivery great packaging
REV003404,O007494,C00515,R0073,3,Delivery was fast and the food arrived hot.,Positive,2026-04-09 20:00:00,delivery fast food arrived hot
REV003405,O001538,C02203,R0037,5,Really tasty food with generous portions.,Positive,2026-05-02 07:00:00,really tasty food generous portion
REV003406,O047896,C01720,R0014,4,Delivery was fast and the food arrived hot.,Positive,2026-05-10 04:00:00,delivery fast food arrived hot
REV003407,O043929,C01551,R0105,2,My order was missing an item.,Negative,2026-03-15 11:00:00,order missing item
REV003408,O021075,C00636,R0087,4,Really tasty food with generous portions.,Positive,2026-02-02 14:00:00,really tasty food generous portion
REV003409,O019472,C01770,R0201,5,Amazing food and excellent quality.,Positive,2026-05-12 10:00:00,amazing food excellent quality
REV003410,O014748,C00347,R0188,4,Great quality and very good service.,Positive,2026-03-26 19:00:00,great quality good service
REV003411,O045251,C03289,R0141,5,The food was fresh and flavorful.,Positive,2026-06-08 04:00:00,food fresh flavorful
REV003412,O010754,C02230,R0058,3,Fast delivery and great packaging.,Positive,2026-05-18 23:00:00,fast delivery great packaging
REV003413,O037927,C01457,R0142,3,Average experience.,Neutral,2026-02-23 14:00:00,average experience
REV003414,O047217,C02196,R0152,5,The food was fresh and flavorful.,Positive,2026-06-09 00:00:00,food fresh flavorful
REV003415,O031136,C02601,R0198,4,The packaging was damaged.,Negative,2026-06-03 08:00:00,packaging damaged
REV003416,O039769,C02553,R0276,5,The food was delicious and fresh.,Positive,2026-06-07 03:00:00,food delicious fresh
REV003417,O038844,C02543,R0177,4,The food was delicious and fresh.,Positive,2026-05-22 07:00:00,food delicious fresh
REV003418,O030447,C04036,R0018,5,Great quality and very good service.,Positive,2026-02-14 00:00:00,great quality good service
REV003419,O013343,C00289,R0115,4,Fast delivery and great packaging.,Positive,2026-02-05 01:00:00,fast delivery great packaging
REV003420,O023182,C00205,R0240,4,Really tasty food with generous portions.,Positive,2026-01-23 17:00:00,really tasty food generous portion
REV003421,O021314,C01661,R0128,4,Fast delivery and great packaging.,Positive,2026-04-12 03:00:00,fast delivery great packaging
REV003422,O034959,C02468,R0190,4,Excellent experience from start to finish.,Positive,2026-01-17 03:00:00,excellent experience start finish
REV003423,O024286,C01468,R0127,4,The order arrived quickly and everything was hot.,Positive,2026-01-09 06:00:00,order arrived quickly everything hot
REV003424,O030142,C00524,R0171,1,The delivery was very late.,Negative,2026-01-30 20:00:00,delivery late
REV003425,O047886,C03969,R0245,2,The packaging was damaged.,Negative,2026-02-05 20:00:00,packaging damaged
REV003426,O024704,C01845,R0157,4,Fast delivery and great packaging.,Positive,2026-04-25 20:00:00,fast delivery great packaging
REV003427,O020476,C03932,R0200,4,Fast delivery and great packaging.,Positive,2026-03-17 21:00:00,fast delivery great packaging
REV003428,O047196,C01051,R0267,4,The order arrived quickly and everything was hot.,Positive,2026-01-14 20:00:00,order arrived quickly everything hot
REV003429,O025038,C02358,R0226,5,Amazing food and excellent quality.,Positive,2026-05-13 15:00:00,amazing food excellent quality
REV003430,O004045,C03502,R0278,4,Fast delivery and great packaging.,Positive,2026-03-01 16:00:00,fast delivery great packaging
REV003431,O026756,C03917,R0243,5,Excellent experience from start to finish.,Positive,2026-06-21 22:00:00,excellent experience start finish
REV003432,O020539,C00489,R0123,5,The order arrived quickly and everything was hot.,Positive,2026-05-04 16:00:00,order arrived quickly everything hot
REV003433,O026518,C03398,R0168,5,Really tasty food with generous portions.,Positive,2026-04-03 05:00:00,really tasty food generous portion
REV003434,O033778,C00122,R0244,5,Delivery was fast and the food arrived hot.,Positive,2026-06-26 19:00:00,delivery fast food arrived hot
REV003435,O046115,C03976,R0007,5,Excellent experience from start to finish.,Positive,2026-04-29 23:00:00,excellent experience start finish
REV003436,O048846,C04431,R0141,1,The order took too long to arrive.,Negative,2026-06-03 23:00:00,order took long arrive
REV003437,O025748,C02430,R0221,5,Amazing food and excellent quality.,Positive,2026-05-08 16:00:00,amazing food excellent quality
REV003438,O001534,C04292,R0053,5,Amazing food and excellent quality.,Positive,2026-03-27 16:00:00,amazing food excellent quality
